dataset_id,description,licensed
574220,Daily refinery total outages for FCC units (26853) in US: Salt Lake City (CVX) in kb/d,yes
574221,Daily refinery total outages for FCC units (16652) in US: El Paso in kb/d,yes
574222,Daily refinery total outages for FCC units (20200) in US: Galveston Bay in kb/d,yes
574223,Daily refinery total outages for FCC units (17885) in US: Los Angeles (Wilmington and Carson) in kb/d,yes
574224,Daily refinery total outages for FCC units (18492) in US: Navajo (Artesia) in kb/d,yes
574225,Daily refinery total outages for FCC units (16830) in US: Garyville in kb/d,yes
574226,Daily refinery total outages for FCC units (20566) in US: Whiting in kb/d,yes
574227,Daily refinery total outages for FCC units (20567) in US: Whiting in kb/d,yes
574228,Daily refinery total outages for FCC units (19431) in US: Robinson in kb/d,yes
574229,Daily refinery total outages for FCC units (16341) in US: Corpus Christi (Citgo) in kb/d,yes
574230,Daily refinery total outages for FCC units (19050) in US: Port Arthur (Valero) in kb/d,yes
574231,Daily refinery total outages for FCC units (20641) in US: Woods Cross in kb/d,yes
574232,Daily refinery total outages for FCC units (16145) in US: Chalmette in kb/d,yes
574233,Daily refinery total outages for FCC units (16376) in US: Corpus Christi (FHR) in kb/d,yes
574234,Daily refinery total outages for FCC units (19034) in US: Port Arthur (Total) in kb/d,yes
574235,Daily refinery total outages for FCC units (16342) in US: Corpus Christi (Citgo) in kb/d,yes
574236,Daily refinery total outages for FCC units (20077) in US: Sweeny in kb/d,yes
574237,Daily refinery total outages for FCC units (16797) in US: Galveston Bay in kb/d,yes
574238,Daily refinery total outages for FCC units (16634) in US: El Dorado (AR) in kb/d,yes
574239,"Daily refinery total outages for FCC units (19863) in US: Sinclair, WY in kb/d",yes
574240,Daily refinery total outages for FCC units (18964) in US: Philadelphia Complex in kb/d,yes
574241,Daily refinery total outages for FCC units (17705) in US: Lake Charles (Citgo) in kb/d,yes
574242,Daily refinery total outages for FCC units (17706) in US: Lake Charles (Citgo) in kb/d,yes
574243,Daily refinery total outages for FCC units (17707) in US: Lake Charles (Citgo) in kb/d,yes
574244,Daily refinery total outages for FCC units (20345) in US: Tulsa East in kb/d,yes
574245,Daily refinery total outages for FCC units (20598) in US: Wilmington (Valero) in kb/d,yes
574246,Daily refinery total outages for FCC units (20017) in US: Saint Paul Park in kb/d,yes
574247,Daily refinery total outages for FCC units (126264) in US: Pasadena in kb/d,yes
574248,Daily refinery total outages for FCC units (16033) in US: Canton in kb/d,yes
574249,Daily refinery total outages for FCC units (15794) in US: Benicia in kb/d,yes
574250,Daily refinery total outages for FCC units (16514) in US: Detroit in kb/d,yes
574251,Daily refinery total outages for FCC units (18791) in US: Pascagoula in kb/d,yes
574252,Daily refinery total outages for FCC units (16377) in US: Corpus Christi (FHR) in kb/d,yes
574253,Daily refinery total outages for FCC units (17787) in US: Lemont in kb/d,yes
574254,Daily refinery total outages for FCC units (18965) in US: Philadelphia Complex in kb/d,yes
574255,Daily refinery total outages for FCC units (15703) in US: Baytown in kb/d,yes
574256,Daily refinery total outages for FCC units (15924) in US: Borger in kb/d,yes
574257,Daily refinery total outages for FCC units (19010) in US: Port Arthur (Motiva) in kb/d,yes
574258,Daily refinery total outages for FCC units (15704) in US: Baytown in kb/d,yes
574259,Daily refinery total outages for FCC units (18986) in US: Ponca City in kb/d,yes
574260,Daily refinery total outages for FCC units (15925) in US: Borger in kb/d,yes
574261,Daily refinery total outages for FCC units (18987) in US: Ponca City in kb/d,yes
574262,Daily refinery total outages for FCC units (17098) in US: Houston (Lyondell) in kb/d,yes
574263,Daily refinery total outages for FCC units (16353) in US: Corpus Christi (Bill Greehey) in kb/d,yes
574264,Daily refinery total outages for FCC units (20078) in US: Sweeny in kb/d,yes
574265,Daily refinery total outages for FCC units (18614) in US: North Salt Lake in kb/d,yes
574266,Daily refinery total outages for FCC units (19989) in US: Saint Charles (Norco) in kb/d,yes
574267,Daily refinery total outages for FCC units (15682) in US: Baton Rouge in kb/d,yes
574268,Daily refinery total outages for FCC units (15683) in US: Baton Rouge in kb/d,yes
574269,Daily refinery total outages for FCC units (16501) in US: Denver (Commerce City) in kb/d,yes
574270,Daily refinery total outages for FCC units (20585) in US: Wilmington (Marathon) in kb/d,yes
574271,"Daily refinery total outages for FCC units (17039) in US: Par West (Barber's Point, ex-Island Energy) in kb/d",yes
574272,Daily refinery total outages for FCC units (18161) in US: Meraux in kb/d,yes
574273,Daily refinery total outages for FCC units (16795) in US: Galveston Bay in kb/d,yes
574274,Daily refinery total outages for FCC units (16306) in US: Convent in kb/d,yes
574275,Daily refinery total outages for FCC units (16175) in US: Cheyenne in kb/d,yes
574276,Daily refinery total outages for HCU units (17090) in US: Kapolei (Ewa Beach -East Plant) in kb/d,yes
574277,Daily refinery total outages for HCU units (15453) in US: Ardmore in kb/d,yes
574278,Daily refinery total outages for HCU units (15707) in US: Baytown in kb/d,yes
574279,Daily refinery total outages for HCU units (20287) in US: Toledo (PBF) in kb/d,yes
574280,"Daily refinery total outages for HCU units (19864) in US: Sinclair, WY in kb/d",yes
574281,Daily refinery total outages for HCU units (16151) in US: Chalmette in kb/d,yes
574282,Daily refinery total outages for HCU units (15849) in US: Billings in kb/d,yes
574283,Daily refinery total outages for HCU units (15797) in US: Benicia in kb/d,yes
574284,Daily refinery total outages for HCU units (15748) in US: Beaumont in kb/d,yes
574285,Daily refinery total outages for HCU units (15680) in US: Baton Rouge in kb/d,yes
574286,Daily refinery total outages for HCU units (18585) in US: Norco in kb/d,yes
574287,Daily refinery total outages for HCU units (18162) in US: Meraux in kb/d,yes
574288,Daily refinery total outages for HCU units (20676) in US: Wynnewood in kb/d,yes
574289,Daily refinery total outages for HCU units (18144) in US: McPherson in kb/d,yes
574290,Daily refinery total outages for HCU units (17513) in US: Kenai in kb/d,yes
574291,Daily refinery total outages for HCU units (16831) in US: Garyville in kb/d,yes
574292,Daily refinery total outages for HCU units (20246) in US: Three Rivers in kb/d,yes
574293,Daily refinery total outages for HCU units (18132) in US: McKee (Sunray) in kb/d,yes
574294,Daily refinery total outages for HCU units (20907) in US: Great Falls in kb/d,yes
574295,Daily refinery total outages for HCU units (16904) in US: Golden Eagle (Martinez) in kb/d,yes
574296,Daily refinery total outages for HCU units (16490) in US: Delaware City in kb/d,yes
574297,Daily refinery total outages for HCU units (16166) in US: Cherry Point in kb/d,yes
574298,Daily refinery total outages for HCU units (20643) in US: Woods Cross in kb/d,yes
574299,Daily refinery total outages for HCU units (20586) in US: Wilmington (Marathon) in kb/d,yes
574300,Daily refinery total outages for HCU units (16378) in US: Corpus Christi (FHR) in kb/d,yes
574301,Daily refinery total outages for HCU units (19444) in US: Rodeo in kb/d,yes
574302,Daily refinery total outages for HCU units (19053) in US: Port Arthur (Valero) in kb/d,yes
574303,Daily refinery total outages for HCU units (20625) in US: Wood River in kb/d,yes
574304,Daily refinery total outages for HCU units (19445) in US: Rodeo in kb/d,yes
574305,Daily refinery total outages for HCU units (16307) in US: Convent in kb/d,yes
574306,Daily refinery total outages for HCU units (20301) in US: Torrance in kb/d,yes
574307,Daily refinery total outages for HCU units (17118) in US: Houston (Valero) in kb/d,yes
574308,Daily refinery total outages for HCU units (20309) in US: Trainer in kb/d,yes
574309,Daily refinery total outages for HCU units (16354) in US: Corpus Christi (Bill Greehey) in kb/d,yes
574310,Daily refinery total outages for HCU units (126263) in US: Los Angeles (Wilmington and Carson) in kb/d,yes
574311,Daily refinery total outages for HCU units (18156) in US: Memphis in kb/d,yes
574312,Daily refinery total outages for HCU units (19401) in US: Richmond in kb/d,yes
574313,Daily refinery total outages for HCU units (16063) in US: Carson City in kb/d,yes
574314,Daily refinery total outages for HCU units (20276) in US: Toledo (Cenovus) in kb/d,yes
574315,Daily refinery total outages for HCU units (17827) in US: Lima in kb/d,yes
574316,Daily refinery total outages for HCU units (19013) in US: Port Arthur (Motiva) in kb/d,yes
574317,Daily refinery total outages for HCU units (16666) in US: El Segundo in kb/d,yes
574318,Daily refinery total outages for HCU units (18792) in US: Pascagoula in kb/d,yes
574319,Daily refinery total outages for HCU units (16383) in US: Corpus Christi (FHR) in kb/d,yes
574320,Daily refinery total outages for HCU units (18793) in US: Pascagoula in kb/d,yes
574321,Daily refinery total outages for HCU units (19014) in US: Port Arthur (Motiva) in kb/d,yes
574322,Daily refinery total outages for HCU units (18496) in US: Navajo (Artesia) in kb/d,yes
574323,Daily refinery total outages for HCU units (20361) in US: Tuscaloosa in kb/d,yes
574324,Daily refinery total outages for HCU units (16476) in US: Deer Park in kb/d,yes
574325,Daily refinery total outages for HCU units (19396) in US: Richmond in kb/d,yes
574326,Daily refinery total outages for HCU units (16803) in US: Galveston Bay in kb/d,yes
574327,Daily refinery total outages for HCU units (17714) in US: Lake Charles (Citgo) in kb/d,yes
574328,Daily refinery total outages for HCU units (19436) in US: Robinson in kb/d,yes
574329,Daily refinery total outages for HCU units (17890) in US: Los Angeles (Wilmington and Carson) in kb/d,yes
574330,Daily refinery total outages for HCU units (16359) in US: Corpus Christi (Bill Greehey) in kb/d,yes
574331,Daily refinery total outages for HCU units (19057) in US: Port Arthur (Valero) in kb/d,yes
574332,Daily refinery total outages for HCU units (20650) in US: Woods Cross (Silver Eagle) in kb/d,yes
574333,Daily refinery total outages for ISO units (16174) in US: Cherry Point in kb/d,yes
574334,Daily refinery total outages for ISO units (261691) in US: Saraland in kb/d,yes
574335,Daily refinery total outages for ISO units (16137) in US: Catlettsburg in kb/d,yes
574336,Daily refinery total outages for ISO units (20580) in US: Whiting in kb/d,yes
574337,Daily refinery total outages for ISO units (20531) in US: Warren in kb/d,yes
574338,Daily refinery total outages for ISO units (20126) in US: Tacoma in kb/d,yes
574339,Daily refinery total outages for ISO units (59509) in US: Pasadena in kb/d,yes
574340,Daily refinery total outages for ISO units (18151) in US: McPherson in kb/d,yes
574341,Daily refinery total outages for ISO units (17741) in US: Lake Charles (Westlake - P66) in kb/d,yes
574342,Daily refinery total outages for ISO units (17095) in US: Kapolei (Ewa Beach -East Plant) in kb/d,yes
574343,Daily refinery total outages for ISO units (15757) in US: Beaumont in kb/d,yes
574344,Daily refinery total outages for ISO units (17830) in US: Lima in kb/d,yes
574345,Daily refinery total outages for ISO units (16388) in US: Cotton Valley in kb/d,yes
574346,Daily refinery total outages for ISO units (20349) in US: Tulsa East in kb/d,yes
574347,Daily refinery total outages for ISO units (19440) in US: Robinson in kb/d,yes
574348,Daily refinery total outages for ISO units (19402) in US: Richmond in kb/d,yes
574349,Daily refinery total outages for ISO units (19026) in US: Port Arthur (Motiva) in kb/d,yes
574350,Daily refinery total outages for ISO units (18494) in US: Navajo (Artesia) in kb/d,yes
574351,Daily refinery total outages for ISO units (16842) in US: Garyville in kb/d,yes
574352,Daily refinery total outages for ISO units (18102) in US: Martinez in kb/d,yes
574353,Daily refinery total outages for ISO units (16312) in US: Convent in kb/d,yes
574354,Daily refinery total outages for RFCC units (18586) in US: Norco in kb/d,yes
574355,Daily refinery total outages for RFCC units (19594) in US: Salt Lake City (MPC) in kb/d,yes
574356,Daily refinery total outages for RFCC units (18533) in US: Newcastle in kb/d,yes
574357,Daily refinery total outages for RFMR units (20241) in US: Three Rivers in kb/d,yes
574358,Daily refinery total outages for RFMR units (21076) in US: San Antonio in kb/d,yes
574359,Daily refinery total outages for RFMR units (16661) in US: El Segundo in kb/d,yes
574360,Daily refinery total outages for RFMR units (16030) in US: Canton in kb/d,yes
574361,Daily refinery total outages for RFMR units (18135) in US: McKee (Sunray) in kb/d,yes
574362,Daily refinery total outages for RFMR units (17738) in US: Lake Charles (Westlake - P66) in kb/d,yes
574363,Daily refinery total outages for RFMR units (16636) in US: El Dorado (AR) in kb/d,yes
574364,Daily refinery total outages for RFMR units (16372) in US: Corpus Christi (FHR) in kb/d,yes
574365,Daily refinery total outages for RFMR units (20342) in US: Tulsa East in kb/d,yes
574366,Daily refinery total outages for RFMR units (18808) in US: Paulsboro (PBF) in kb/d,yes
574367,Daily refinery total outages for RFMR units (16516) in US: Detroit in kb/d,yes
574368,Daily refinery total outages for RFMR units (18787) in US: Pascagoula in kb/d,yes
574369,Daily refinery total outages for RFMR units (19985) in US: Saint Charles (Norco) in kb/d,yes
574370,Daily refinery total outages for RFMR units (18370) in US: Mount Vernon in kb/d,yes
574371,Daily refinery total outages for RFMR units (18152) in US: Memphis in kb/d,yes
574372,Daily refinery total outages for RFMR units (16486) in US: Delaware City in kb/d,yes
574373,Daily refinery total outages for RFMR units (20619) in US: Wood River in kb/d,yes
574374,Daily refinery total outages for RFMR units (18583) in US: Norco in kb/d,yes
574375,Daily refinery total outages for RFMR units (20620) in US: Wood River in kb/d,yes
574376,Daily refinery total outages for RFMR units (16470) in US: Deer Park in kb/d,yes
574377,Daily refinery total outages for RFMR units (22569) in US: Alliance (Belle Chasse) in kb/d,yes
574378,Daily refinery total outages for RFMR units (16620) in US: El Dorado (KS) in kb/d,yes
574379,Daily refinery total outages for RFMR units (19048) in US: Port Arthur (Valero) in kb/d,yes
574380,Daily refinery total outages for RFMR units (20583) in US: Wilmington (Marathon) in kb/d,yes
574381,Daily refinery total outages for RFMR units (18981) in US: Ponca City in kb/d,yes
574382,Daily refinery total outages for RFMR units (16621) in US: El Dorado (KS) in kb/d,yes
574383,Daily refinery total outages for RFMR units (15367) in US: Anacortes (Puget Sound) in kb/d,yes
574384,Daily refinery total outages for RFMR units (20584) in US: Wilmington (Marathon) in kb/d,yes
574385,Daily refinery total outages for RFMR units (18982) in US: Ponca City in kb/d,yes
574386,Daily refinery total outages for RFMR units (17089) in US: Kapolei (Ewa Beach -East Plant) in kb/d,yes
574387,Daily refinery total outages for RFMR units (16305) in US: Convent in kb/d,yes
574388,Daily refinery total outages for RFMR units (19009) in US: Port Arthur (Motiva) in kb/d,yes
574389,Daily refinery total outages for RFMR units (19023) in US: Port Arthur (Motiva) in kb/d,yes
574390,Daily refinery total outages for RFMR units (16128) in US: Catlettsburg in kb/d,yes
574391,Daily refinery total outages for RFMR units (15722) in US: Baytown in kb/d,yes
574392,Daily refinery total outages for RFMR units (15713) in US: Baytown in kb/d,yes
574393,Daily refinery total outages for RFMR units (16129) in US: Catlettsburg in kb/d,yes
574394,Daily refinery total outages for RFMR units (20362) in US: Tuscaloosa in kb/d,yes
574395,Daily refinery total outages for RFMR units (23405) in US: Chalmette in kb/d,yes
574396,Daily refinery total outages for RFMR units (17736) in US: Lake Charles (Westlake - P66) in kb/d,yes
574397,Daily refinery total outages for RFMR units (15684) in US: Baton Rouge in kb/d,yes
574398,Daily refinery total outages for RFMR units (15689) in US: Baton Rouge in kb/d,yes
574399,Daily refinery total outages for RFMR units (20675) in US: Wynnewood in kb/d,yes
574400,Daily refinery total outages for RFMR units (20214) in US: Texas City (Valero) in kb/d,yes
574401,Daily refinery total outages for RFMR units (20065) in US: Superior in kb/d,yes
574402,"Daily refinery total outages for RFMR units (18537) in US: Newell, WV in kb/d",yes
574403,Daily refinery total outages for RFMR units (15454) in US: Ardmore in kb/d,yes
574404,Daily refinery total outages for RFMR units (20202) in US: Galveston Bay in kb/d,yes
574405,Daily refinery total outages for RFMR units (16837) in US: Garyville in kb/d,yes
574406,Daily refinery total outages for RFMR units (19428) in US: Robinson in kb/d,yes
574407,Daily refinery total outages for RFMR units (20593) in US: Wilmington (Valero) in kb/d,yes
574408,Daily refinery total outages for RFMR units (16356) in US: Corpus Christi (Bill Greehey) in kb/d,yes
574409,Daily refinery total outages for RFMR units (20363) in US: Tuscaloosa in kb/d,yes
574410,Daily refinery total outages for RFMR units (20354) in US: Tulsa West in kb/d,yes
574411,Daily refinery total outages for RFMR units (18968) in US: Philadelphia Complex in kb/d,yes
574412,Daily refinery total outages for RFMR units (20311) in US: Trainer in kb/d,yes
574413,Daily refinery total outages for RFMR units (18922) in US: Pine Bend (Rosemount) in kb/d,yes
574414,Daily refinery total outages for RFMR units (18164) in US: Meraux in kb/d,yes
574415,Daily refinery total outages for RFMR units (20079) in US: Sweeny in kb/d,yes
574416,Daily refinery total outages for RFMR units (16344) in US: Corpus Christi (Citgo) in kb/d,yes
574417,Daily refinery total outages for RFMR units (16345) in US: Corpus Christi (Citgo) in kb/d,yes
574418,Daily refinery total outages for RFMR units (20367) in US: Tyler in kb/d,yes
574419,Daily refinery total outages for RFMR units (16355) in US: Corpus Christi (Bill Greehey) in kb/d,yes
574420,Daily refinery total outages for RFMR units (16357) in US: Corpus Christi (Bill Greehey) in kb/d,yes
574421,Daily refinery total outages for RFMR units (16478) in US: Deer Park in kb/d,yes
574422,Daily refinery total outages for RFMR units (17514) in US: Kenai in kb/d,yes
574423,Daily refinery total outages for RFMR units (15801) in US: Benicia in kb/d,yes
574424,Daily refinery total outages for RFMR units (15736) in US: Bayway in kb/d,yes
574425,Daily refinery total outages for RFMR units (15749) in US: Beaumont in kb/d,yes
574426,Daily refinery total outages for RFMR units (15750) in US: Beaumont in kb/d,yes
574427,Daily refinery total outages for RFMR units (20644) in US: Woods Cross in kb/d,yes
574428,Daily refinery total outages for RFMR units (20528) in US: Warren in kb/d,yes
574429,Daily refinery total outages for RFMR units (20303) in US: Torrance in kb/d,yes
574430,Daily refinery total outages for RFMR units (20277) in US: Toledo (Cenovus) in kb/d,yes
574431,Daily refinery total outages for RFMR units (19842) in US: Shreveport in kb/d,yes
574432,Daily refinery total outages for RFMR units (261690) in US: Saraland in kb/d,yes
574433,Daily refinery total outages for RFMR units (20019) in US: Saint Paul Park in kb/d,yes
574434,Daily refinery total outages for RFMR units (19121) in US: Princeton in kb/d,yes
574435,Daily refinery total outages for RFMR units (19001) in US: Port Allen in kb/d,yes
574436,Daily refinery total outages for RFMR units (18534) in US: Newcastle in kb/d,yes
574437,Daily refinery total outages for RFMR units (18498) in US: Navajo (Artesia) in kb/d,yes
574438,Daily refinery total outages for RFMR units (18145) in US: McPherson in kb/d,yes
574439,Daily refinery total outages for RFMR units (18096) in US: Martinez in kb/d,yes
574440,Daily refinery total outages for RFMR units (17621) in US: Krotz Springs in kb/d,yes
574441,Daily refinery total outages for RFMR units (20908) in US: Great Falls in kb/d,yes
574442,Daily refinery total outages for RFMR units (16702) in US: Evanston in kb/d,yes
574443,Daily refinery total outages for RFMR units (16272) in US: Coffeyville in kb/d,yes
574444,Daily refinery total outages for RFMR units (15948) in US: Bradford in kb/d,yes
574445,Daily refinery total outages for RFMR units (15812) in US: Big Spring in kb/d,yes
574446,Daily refinery total outages for RFMR units (15350) in US: Anacortes in kb/d,yes
574447,Daily refinery total outages for RFMR units (17111) in US: Houston (Lyondell) in kb/d,yes
574448,Daily refinery total outages for RFMR units (21073) in US: Gallup in kb/d,yes
574449,Daily refinery total outages for RFMR units (26857) in US: Salt Lake City (CVX) in kb/d,yes
574450,Daily refinery total outages for RFMR units (19451) in US: Rodeo in kb/d,yes
574451,Daily refinery total outages for RFMR units (17886) in US: Los Angeles (Wilmington and Carson) in kb/d,yes
574452,Daily refinery total outages for RFMR units (19446) in US: Rodeo in kb/d,yes
574453,Daily refinery total outages for RFMR units (16108) in US: Casper (Evansville) in kb/d,yes
574454,Daily refinery total outages for RFMR units (19038) in US: Port Arthur (Total) in kb/d,yes
574455,Daily refinery total outages for RFMR units (20250) in US: Three Rivers in kb/d,yes
574456,Daily refinery total outages for RFMR units (20122) in US: Tacoma in kb/d,yes
574457,Daily refinery total outages for RFMR units (16167) in US: Cherry Point in kb/d,yes
574458,Daily refinery total outages for RFMR units (16505) in US: Denver (Commerce City) in kb/d,yes
574459,Daily refinery total outages for RFMR units (15536) in US: Bakersfield (Kern) in kb/d,yes
574460,Daily refinery total outages for RFMR units (20317) in US: Trainer in kb/d,yes
574461,Daily refinery total outages for RFMR units (20124) in US: Tacoma in kb/d,yes
574462,Daily refinery total outages for RFMR units (16907) in US: Golden Eagle (Martinez) in kb/d,yes
574463,Daily refinery total outages for RFMR units (16168) in US: Cherry Point in kb/d,yes
574464,Daily refinery total outages for RFMR units (16065) in US: Carson City in kb/d,yes
574465,Daily refinery total outages for RFMR units (15851) in US: Billings in kb/d,yes
574466,Daily refinery total outages for RFMR units (15837) in US: Billings (P66) in kb/d,yes
574467,Daily refinery total outages for RFMR units (15538) in US: Bakersfield (Kern) in kb/d,yes
574468,Daily refinery total outages for RFMR units (17795) in US: Lemont in kb/d,yes
574469,Daily refinery total outages for RFMR units (16506) in US: Denver (Commerce City) in kb/d,yes
574470,Daily refinery total outages for RFMR units (16838) in US: Garyville in kb/d,yes
574471,Daily refinery total outages for RFMR units (16908) in US: Golden Eagle (Martinez) in kb/d,yes
574472,Daily refinery total outages for RFMR units (16739) in US: Ferndale in kb/d,yes
574473,Daily refinery total outages for RFMR units (16150) in US: Chalmette in kb/d,yes
574474,Daily refinery total outages for RFMR units (16068) in US: Carson City in kb/d,yes
574475,Daily refinery total outages for RFMR units (18782) in US: Pasadena in kb/d,yes
574476,Daily refinery total outages for RFMR units (20289) in US: Toledo (PBF) in kb/d,yes
574477,"Daily refinery total outages for RFMR units (19865) in US: Sinclair, WY in kb/d",yes
574478,Daily refinery total outages for RFMR units (17887) in US: Los Angeles (Wilmington and Carson) in kb/d,yes
574479,Daily refinery total outages for RFMR units (20290) in US: Toledo (PBF) in kb/d,yes
574480,Daily refinery total outages for RFMR units (17708) in US: Lake Charles (Citgo) in kb/d,yes
574481,Daily refinery total outages for RFMR units (17709) in US: Lake Charles (Citgo) in kb/d,yes
574482,Daily refinery total outages for RFMR units (17710) in US: Lake Charles (Citgo) in kb/d,yes
574483,Daily refinery total outages for RFMR units (17420) in US: Joliet in kb/d,yes
574484,Daily refinery total outages for RFMR units (20215) in US: Texas City (Valero) in kb/d,yes
574485,Daily refinery total outages for RFMR units (20216) in US: Texas City (Valero) in kb/d,yes
574486,Daily refinery total outages for RFMR units (18615) in US: North Salt Lake in kb/d,yes
574487,Daily refinery total outages for RFMR units (16655) in US: El Paso in kb/d,yes
574488,Daily refinery total outages for RFMR units (18128) in US: McKee (Sunray) in kb/d,yes
574489,Daily refinery total outages for RFMR units (18969) in US: Philadelphia Complex in kb/d,yes
574490,Daily refinery total outages for RFMR units (19391) in US: Richmond in kb/d,yes
574491,Daily refinery total outages for RFMR units (19392) in US: Richmond in kb/d,yes
574492,Daily refinery total outages for RFMR units (20218) in US: Texas City (Valero) in kb/d,yes
574493,Daily refinery total outages for RFMR units (15928) in US: Borger in kb/d,yes
574494,Daily refinery total outages for RFMR units (21077) in US: San Antonio in kb/d,yes
574495,Daily refinery total outages for RFMR units (15929) in US: Borger in kb/d,yes
574496,Daily refinery total outages for RFMR units (19598) in US: Salt Lake City (MPC) in kb/d,yes
574497,Daily refinery total outages for RFMR units (18020) in US: Mandan in kb/d,yes
574498,Daily refinery total outages for RFMR units (17828) in US: Lima in kb/d,yes
574499,Daily refinery total outages for RFMR units (19435) in US: Robinson in kb/d,yes
574500,Daily refinery total outages for RFMR units (16804) in US: Galveston Bay in kb/d,yes
574501,Daily refinery total outages for RFMR units (20574) in US: Whiting in kb/d,yes
574502,Daily refinery total outages for RFMR units (16805) in US: Galveston Bay in kb/d,yes
574503,Daily refinery total outages for RFMR units (20651) in US: Woods Cross (Silver Eagle) in kb/d,yes
574504,Daily refinery total outages for RFMR units (18794) in US: Pascagoula in kb/d,yes
574505,Daily refinery total outages for RFMR units (17790) in US: Lemont in kb/d,yes
574506,"Daily refinery total outages for RFMR units (17764) in US: Laurel, MT in kb/d",yes
574507,Daily refinery total outages for RFMR units (16180) in US: Cheyenne in kb/d,yes
574508,Daily refinery total outages for RHC units (17747) in US: Lake Charles (Westlake - P66) in kb/d,yes
574509,Daily refinery total outages for RHC units (19994) in US: Saint Charles (Norco) in kb/d,yes
574510,Daily refinery total outages for VBR units (17092) in US: Kapolei (Ewa Beach -East Plant) in kb/d,yes
574511,Daily refinery total outages for VBR units (15545) in US: Bakersfield (SJR) in kb/d,yes
574512,Daily refinery total outages for VDU units (20205) in US: Texas City (Valero) in kb/d,yes
574513,Daily refinery total outages for VDU units (20604) in US: Wilmington (Valero) in kb/d,yes
574514,Daily refinery total outages for VDU units (16508) in US: Denver (Commerce City) in kb/d,yes
574515,Daily refinery total outages for VDU units (19029) in US: Port Arthur (Motiva) in kb/d,yes
574516,Daily refinery total outages for VDU units (15932) in US: Borger in kb/d,yes
574517,Daily refinery total outages for VDU units (16136) in US: Catlettsburg in kb/d,yes
574518,Daily refinery total outages for VDU units (17739) in US: Lake Charles (Westlake - P66) in kb/d,yes
574519,Daily refinery total outages for VDU units (16811) in US: Galveston Bay in kb/d,yes
574520,Daily refinery total outages for VDU units (16812) in US: Galveston Bay in kb/d,yes
574521,Daily refinery total outages for VDU units (16839) in US: Garyville in kb/d,yes
574522,Daily refinery total outages for VDU units (16845) in US: Garyville in kb/d,yes
574523,Daily refinery total outages for VDU units (16658) in US: El Paso in kb/d,yes
574524,Daily refinery total outages for VDU units (18783) in US: Pasadena in kb/d,yes
574525,Daily refinery total outages for VDU units (15364) in US: Anacortes (Puget Sound) in kb/d,yes
574526,Daily refinery total outages for VDU units (17109) in US: Houston (Lyondell) in kb/d,yes
574527,Daily refinery total outages for VDU units (17114) in US: Houston (Lyondell) in kb/d,yes
574528,Daily refinery total outages for VDU units (15758) in US: Beaumont in kb/d,yes
574529,Daily refinery total outages for VDU units (15759) in US: Beaumont in kb/d,yes
574530,Daily refinery total outages for VDU units (19395) in US: Richmond in kb/d,yes
574531,Daily refinery total outages for VDU units (15852) in US: Billings in kb/d,yes
574532,Daily refinery total outages for VDU units (20680) in US: Wynnewood in kb/d,yes
574533,Daily refinery total outages for VDU units (20532) in US: Warren in kb/d,yes
574534,Daily refinery total outages for VDU units (20466) in US: Vicksburg in kb/d,yes
574535,Daily refinery total outages for VDU units (20370) in US: Tyler in kb/d,yes
574536,Daily refinery total outages for VDU units (20364) in US: Tuscaloosa in kb/d,yes
574537,Daily refinery total outages for VDU units (20355) in US: Tulsa West in kb/d,yes
574538,Daily refinery total outages for VDU units (20348) in US: Tulsa East in kb/d,yes
574539,Daily refinery total outages for VDU units (20304) in US: Torrance in kb/d,yes
574540,Daily refinery total outages for VDU units (20251) in US: Three Rivers in kb/d,yes
574541,Daily refinery total outages for VDU units (20125) in US: Tacoma in kb/d,yes
574542,Daily refinery total outages for VDU units (20067) in US: Superior in kb/d,yes
574543,Daily refinery total outages for VDU units (19935) in US: Smackover in kb/d,yes
574544,Daily refinery total outages for VDU units (19843) in US: Shreveport in kb/d,yes
574545,Daily refinery total outages for VDU units (21109) in US: Saraland in kb/d,yes
574546,Daily refinery total outages for VDU units (19591) in US: Salt Lake City (CVX) in kb/d,yes
574547,Daily refinery total outages for VDU units (19995) in US: Saint Charles (Norco) in kb/d,yes
574548,Daily refinery total outages for VDU units (19447) in US: Rodeo in kb/d,yes
574549,Daily refinery total outages for VDU units (19437) in US: Robinson in kb/d,yes
574550,Daily refinery total outages for VDU units (19122) in US: Princeton in kb/d,yes
574551,Daily refinery total outages for VDU units (19004) in US: Port Allen in kb/d,yes
574552,"Daily refinery total outages for VDU units (17038) in US: Par West (Barber's Point, ex-Island Energy) in kb/d",yes
574553,Daily refinery total outages for VDU units (18588) in US: Norco in kb/d,yes
574554,"Daily refinery total outages for VDU units (18539) in US: Newell, WV in kb/d",yes
574555,Daily refinery total outages for VDU units (18500) in US: Navajo (Artesia) in kb/d,yes
574556,Daily refinery total outages for VDU units (18166) in US: Meraux in kb/d,yes
574557,Daily refinery total outages for VDU units (18149) in US: McPherson in kb/d,yes
574558,Daily refinery total outages for VDU units (18103) in US: Martinez in kb/d,yes
574559,Daily refinery total outages for VDU units (17892) in US: Los Angeles (Wilmington and Carson) in kb/d,yes
574560,Daily refinery total outages for VDU units (17829) in US: Lima in kb/d,yes
574561,Daily refinery total outages for VDU units (17792) in US: Lemont in kb/d,yes
